start_iso,chat_id,text,images_count,duration_sec
2026-08-15T12:32:37.688167,voice-1848208534000,こんにちはテストです,0,0.0
2026-08-15T12:33:30.820992,voice-1992694984112,本日の東京の天気を教えてください,0,28.107
2026-08-15T12:34:20.318998,voice-1992695070592,本日の東京の天気を教えてください,0,26.206
2026-08-15T16:15:59.986741,voice-1925849683184,東京 の 天気 を 調べて,0,68.049
2026-08-15T16:22:51.402552,voice-1925849683184,Cindyという筋トレ方法について簡単に教えて,0,149.488
2026-08-15T16:32:00.529367,voice-1925849683184,こんにちは。今日も良い天気だね,0,43.382
2026-08-15T16:41:27.794247,voice-2530392980080,こんにちはテストです,0,0.0
2026-08-15T16:45:11.441927,voice-2108614387872,本日 東京 の 天気 を 調べろ,0,32.319
2026-08-15T16:48:14.458813,voice-2108614387872,こう,0,39.497
2026-08-15T16:49:56.977447,voice-2107473757824,こんにちは,0,13.88
2026-08-15T17:02:18.901559,voice-1673593788784,こんにちはテストです,0,0.0
2026-08-15T17:05:35.924700,voice-3048902474016,この画像の手書きのものをデジタル化して表に求めて,1,47.288
2026-08-15T17:08:38.430823,voice-3048902474016,この 日 に,0,98.761
2026-08-15T17:28:52.343584,voice-2218966076592,箱根の観光値を調べて箱根の観光値を調べて,0,55.575
2026-08-15T17:31:35.619439,voice-1560309082560,やあ、C.L.A.I.R.E.ねえ、C.L.A.I.R.E.ねえ、C.L.A.I.R.E.C.L.A.I.R.E.、起動,0,95.665
2026-08-15T17:33:53.028101,voice-1609935955456,クレア起動,0,90.098
2026-08-15T17:38:05.521594,voice-1608801906480,C.L.A.I.R.E.東京の天気を教えて,0,35.6
2026-08-15T17:39:17.846047,voice-1608801906480,本日の東京の天気を教えて,0,40.511
2026-08-15T17:55:45.729783,voice-1755157492416,こんにちはテストです,0,0.001
2026-08-15T17:58:55.197297,voice-2757947422528,こんにちはテストです,0,0.001
2026-08-15T18:03:46.256757,voice-1553710766688,へ くれ よ,0,80.704
2026-08-15T18:06:39.316872,voice-1553710766688,今日 の 天気 を 調べ て 東京 都 で,0,16.172
2026-08-15T18:09:31.828718,voice-1553710766688,アベンジャーズ、ドゥームズデイの公開日はいつですか?,0,16.15
2026-08-15T18:10:33.625122,voice-1553711002064,C.L.A.I.R.E.、KIDO。本日の東京都の天気,0,17.989
2026-08-15T18:12:09.698557,voice-1553711273920,本日の東京都の天気を調べて,0,13.617
2026-08-15T18:13:08.838444,voice-1553711273920,アベンジャーズ 税務,0,52.275
2026-08-15T18:15:08.105132,voice-1553711273536,最新のアベンジャーズドゥームデイの予告動画はありますか?検索してください,0,39.033
2026-08-15T18:16:40.542267,voice-1553711273536,クレア,0,70.842
2026-08-15T18:19:48.370426,voice-1553949989280,"Hey, good day y'all.",0,11.712
2026-08-15T18:20:24.370066,voice-1553949989280,D23で発表されたDoomsdayの予告の動画、URLを出して,0,18.94
2026-08-15T18:21:58.863301,voice-1553949989280,ドゥームズゼイの予告動画をYouTubeから引っ張ってきてください,0,984.344
2026-08-15T18:50:17.352003,voice-1567285866480,こんにちは,0,0.201
2026-08-15T18:50:17.562776,voice-1567285942400,テスト,0,0.0
2026-08-15T18:49:37.358550,voice-1553711398016,この画像は何 の キャラクター です か,1,62.0
2026-08-15T18:51:02.246385,voice-1528834174336,こんにちは,0,0.201
2026-08-15T18:51:02.454338,voice-1528834315312,テスト,0,0.001
2026-08-15T18:51:14.249466,voice-2365461470032,こんにちは,0,0.202
2026-08-15T18:51:14.464010,voice-2365461546192,テスト,0,0.0
2026-08-15T18:51:33.816671,voice-2365462321904,こんにちはテストです,0,0.001
2026-08-15T18:52:04.538944,voice-1553711398016,残念だけど、その子は藤田ことぬではなくて、りなみお姉ちゃんです,0,60.564
2026-08-15T18:53:11.020796,voice-2773755534304,こんにちは,0,0.201
2026-08-15T18:53:11.243848,voice-2773755610128,テスト,0,0.0
2026-08-15T18:53:30.439491,voice-2773756386608,こんにちはテストです,0,0.0
2026-08-15T18:54:08.155218,voice-1514098813904,こんにちは,0,0.201
2026-08-15T18:54:08.363264,voice-1514098922208,テスト,0,0.001
2026-08-15T18:54:14.302774,voice-2107375262784,こんにちは,0,0.202
2026-08-15T18:54:14.510760,voice-2107375338944,テスト,0,0.001
2026-08-15T18:54:33.733978,voice-2107376114512,こんにちはテストです,0,0.001
2026-08-15T22:24:22.677820,voice-2033989526032,明日の8月16日の東京都の天気を教えて,0,55.393
2026-08-15T22:35:47.037342,voice-2708159451008,"Hey, C.L.A.I.R.E.A.I.R.E.、明日の東京都の天気を調べろ",0,40.643
2026-08-15T22:38:46.727334,voice-2708159451008,キーコンキのアニメを一覧で出してくれ,0,11.427
2026-08-15T22:41:03.923136,voice-2708159451008,今期のアニメを一覧で出してください。またおすすめのアニメがあればそれも教えてください。,0,34.804
2026-08-15T22:42:10.685144,voice-2708159451008,7月から放送開始の夏アニメで、2026年の夏アニメの一覧を出しておすすめのものも教えてください,0,58.787
2026-08-15T22:43:13.090811,voice-2722806471024,こんにちは,0,0.201
2026-08-15T22:43:13.304112,voice-2722806480816,テスト,0,0.0
2026-08-15T22:43:32.596040,voice-2722807338224,こんにちはテストです,0,0.001
2026-08-15T22:45:06.827458,voice-2708604698896,明日の東京都の天気を調べて,0,16.99
2026-08-15T22:46:19.532247,voice-2708604698896,ありがとう,0,12.561
2026-08-15T22:49:38.149897,voice-2708604698896,エクセルを出力することは可能ですか?,0,47.676
2026-08-15T22:51:23.853173,voice-1898458161536,現在 の スパイダーマン ブランド 入店 の 興行 収入,0,37.81
2026-08-15T22:55:03.323226,voice-1784761064704,こんにちは,0,0.202
2026-08-15T22:55:03.543757,voice-1784761156912,テスト,0,0.001
2026-08-15T22:54:38.541321,voice-1898458605536,現在のスパイダーマン、ブランドニューデーの工業収入を調べて,0,30.106
2026-08-15T22:55:21.580057,voice-1784761166080,こんにちはテストです,0,0.002
2026-08-15T22:58:02.336304,voice-1881687986624,明日 の 東京 都 の 天気,0,14.593
2026-08-15T23:02:20.237597,voice-1881687986624,起動今テンプした画像をデジタル化して表にまとめそれを Excelファイルとして出力してください,1,70.741
2026-08-15T23:16:42.430986,voice-2056733485696,接続が生きていることの確認,0,0.001
2026-08-15T23:16:55.976968,voice-2350805432512,接続が生きていることの確認,0,0.001
2026-08-15T23:16:55.994960,voice-2350805539472,こんにちは,0,0.202
2026-08-15T23:16:56.226443,voice-2350805541632,テスト,0,0.0
2026-08-15T23:17:15.525490,voice-2350807751072,こんにちはテストです,0,0.001
2026-08-15T23:22:33.384332,voice-2435451523712,くれ よ,0,87.363
2026-08-15T23:23:00.253841,voice-2436449644960,"Hey, C.L.A.I.R.E.",0,65.335
2026-08-15T23:24:47.333431,voice-2436450001088,明日の東京都の天気を調べて,0,37.022
2026-08-15T23:25:42.229113,voice-2436450001088,ヘイクレア,0,28.81
2026-08-15T23:26:45.612053,voice-2436450001088,テンプした画像が何を示しているか100文字以内で示せ,1,39.277
2026-08-15T23:34:40.569120,voice-2588599336496,接続が生きていることの確認,0,0.001
2026-08-15T23:34:40.583156,voice-2588599442496,こんにちは,0,0.202
2026-08-15T23:34:40.806414,voice-2588599447296,テスト,0,0.0
2026-08-15T23:35:00.193885,voice-2588601586256,こんにちはテストです,0,0.0
2026-08-16T00:11:18.224038,sess-20260816-001118-1154,テスト,0,0.001
2026-08-16T00:11:18.803504,sess-20260816-001118-9451,明日の予定を教えて,0,0.0
2026-08-16T00:11:19.008109,voice-2723561707936,テスト,0,0.0
2026-08-16T00:11:19.209848,voice-2723562400096,テスト,0,0.001
2026-08-16T00:11:45.931152,sess-20260816-001145-2711,テスト,0,0.0
2026-08-16T00:11:45.967650,sess-20260816-001145-2913,明日の予定を教えて,0,0.001
2026-08-16T00:11:46.001177,voice-2307610507888,テスト,0,0.001
2026-08-16T00:11:46.014718,voice-2307610358176,テスト,0,0.001
2026-08-16T00:12:02.533882,voice-1863321749216,接続が生きていることの確認,0,0.0
2026-08-16T00:12:02.583586,voice-1863321938320,こんにちは,0,0.202
2026-08-16T00:12:02.809839,voice-1863322056128,テスト,0,0.001
2026-08-16T00:12:03.565868,sess-20260816-001203-5239,テスト,0,0.001
2026-08-16T00:12:03.610153,sess-20260816-001203-3793,明日の予定を教えて,0,0.0
2026-08-16T00:12:03.653701,voice-1863321055648,テスト,0,0.0
2026-08-16T00:12:03.673732,voice-1863321667824,テスト,0,0.001
2026-08-16T00:12:21.760915,voice-1863322117344,こんにちはテストです,0,0.001
2026-08-16T00:15:45.685789,voice-1787689207856,接続が生きていることの確認,0,0.001
2026-08-16T00:15:45.722903,voice-1787689397152,こんにちは,0,0.203
2026-08-16T00:15:45.946613,voice-1787689482720,テスト,0,0.002
2026-08-16T00:15:46.688829,sess-20260816-001546-9308,テスト,0,0.0
2026-08-16T00:15:46.739380,sess-20260816-001546-5441,明日の予定を教えて,0,0.001
2026-08-16T00:15:46.785482,voice-1787689387360,テスト,0,0.001
2026-08-16T00:15:46.807020,voice-1787689129344,テスト,0,0.001
2026-08-16T00:16:04.897710,voice-1787689477824,こんにちはテストです,0,0.001
2026-08-16T00:16:55.911245,voice-2083879159760,接続が生きていることの確認,0,0.001
2026-08-16T00:16:55.944434,voice-2083879348528,こんにちは,0,0.201
2026-08-16T00:16:56.163605,voice-2083879466624,テスト,0,0.002
2026-08-16T00:16:56.867604,sess-20260816-001656-0333,テスト,0,0.0
2026-08-16T00:16:56.909934,sess-20260816-001656-1882,明日の予定を教えて,0,0.001
2026-08-16T00:16:57.561101,voice-2083879350016,テスト,0,0.0
2026-08-16T00:16:57.584983,voice-2083879087824,テスト,0,0.001
2026-08-16T00:17:15.638632,voice-2083878311632,こんにちはテストです,0,0.001
2026-08-16T00:17:46.607441,sess-20260816-001746-2725,明日の予定を教えて,0,0.0
2026-08-16T00:17:49.214932,sess-20260816-001749-7116,明日の予定を教えて,0,0.0
2026-08-16T00:17:51.855347,sess-20260816-001751-0557,明日の予定を教えて,0,0.0
2026-08-16T00:17:54.800586,sess-20260816-001754-8620,明日の予定を教えて,0,0.001
2026-08-16T00:17:57.572171,sess-20260816-001757-4557,明日の予定を教えて,0,0.001
2026-08-16T00:18:25.120353,sess-20260816-001825-7810,明日の予定を教えて,0,0.001
2026-08-16T00:18:27.854002,sess-20260816-001827-4663,明日の予定を教えて,0,0.001
2026-08-16T00:18:30.476768,sess-20260816-001830-9501,明日の予定を教えて,0,0.0
2026-08-16T00:18:33.073340,sess-20260816-001833-7745,明日の予定を教えて,0,0.001
2026-08-16T00:18:35.640266,sess-20260816-001835-6557,明日の予定を教えて,0,0.001
2026-08-16T00:18:38.221351,sess-20260816-001838-8697,明日の予定を教えて,0,0.001
2026-08-16T00:18:40.646412,sess-20260816-001840-6482,明日の予定を教えて,0,0.0
2026-08-16T00:18:43.104560,sess-20260816-001843-6028,明日の予定を教えて,0,0.001
2026-08-16T00:18:54.048004,voice-1835327849968,接続が生きていることの確認,0,0.0
2026-08-16T00:18:54.069507,voice-1835328038784,こんにちは,0,0.201
2026-08-16T00:18:54.281347,voice-1835328157072,テスト,0,0.001
2026-08-16T00:18:54.779948,sess-20260816-001854-6804,テスト,0,0.001
2026-08-16T00:18:54.809295,sess-20260816-001854-0517,明日の予定を教えて,0,0.0
2026-08-16T00:18:54.838360,voice-1835328145072,テスト,0,0.001
2026-08-16T00:18:54.851917,voice-1835327788272,テスト,0,0.001
2026-08-16T00:19:14.031058,voice-1835328211808,こんにちはテストです,0,0.001
2026-08-16T00:19:20.436644,voice-2019160263184,接続が生きていることの確認,0,0.0
2026-08-16T00:19:20.455894,voice-2019160451760,こんにちは,0,0.201
2026-08-16T00:19:20.669720,voice-2019160569856,テスト,0,0.0
2026-08-16T00:19:21.046558,sess-20260816-001920-6414,テスト,0,0.001
2026-08-16T00:19:21.073330,sess-20260816-001921-0021,明日の予定を教えて,0,0.0
2026-08-16T00:19:21.096790,voice-2019160444992,テスト,0,0.001
2026-08-16T00:19:21.108809,voice-2019160186880,テスト,0,0.001
2026-08-16T00:19:40.255922,voice-2019160455936,こんにちはテストです,0,0.0
2026-08-16T00:19:47.443074,voice-2267801750320,接続が生きていることの確認,0,0.001
2026-08-16T00:19:47.469303,voice-2267801938896,こんにちは,0,0.201
2026-08-16T00:19:47.683600,voice-2267802024416,テスト,0,0.001
2026-08-16T00:19:48.194428,sess-20260816-001948-3749,テスト,0,0.0
2026-08-16T00:19:48.225504,sess-20260816-001948-0256,明日の予定を教えて,0,0.0
2026-08-16T00:19:48.256354,voice-2267802023552,テスト,0,0.001
2026-08-16T00:19:48.272056,voice-2267801836272,テスト,0,0.002
2026-08-16T00:20:07.467125,voice-2267803868800,こんにちはテストです,0,0.001
2026-08-16T00:20:41.044867,voice-1543059180000,接続が生きていることの確認,0,0.001
2026-08-16T00:20:41.067004,voice-1543059368528,こんにちは,0,0.202
2026-08-16T00:20:41.286309,voice-1543059487200,テスト,0,0.0
2026-08-16T00:20:41.798131,sess-20260816-002041-8550,テスト,0,0.001
2026-08-16T00:20:41.830255,sess-20260816-002041-7805,明日の予定を教えて,0,0.0
2026-08-16T00:20:41.862376,voice-1543059368576,テスト,0,0.0
2026-08-16T00:20:41.877404,voice-1543059106384,テスト,0,0.0
2026-08-16T00:21:01.117947,voice-1543059273440,こんにちはテストです,0,0.0
2026-08-16T01:15:13.840981,voice-1477614882784,"Hey, C.L.A.I.R.E.Hey, C.L.A.I.R.E.",0,85.255
2026-08-16T01:15:28.012363,voice-1478611739056,"Hey, C.L.A.I.R.E.",0,77.008
2026-08-16T01:17:27.152885,voice-1478611660352,アベンジャーズドゥーム製で出現するキャストを教えて,0,49.22
2026-08-16T01:19:23.360289,voice-1478611660352,この ＰＤＦ の,0,86.765
2026-08-16T01:20:45.785301,voice-1489269424448,この資料の内容を100文字で要約して,0,30.62
2026-08-16T01:21:57.462229,voice-1489269424448,今度 は 三百 文字 以内 で 要約 し て,0,25.062
2026-08-16T01:23:40.884241,voice-1489269424448,このP2Fの内容で一番重要なものは何ですか?,0,37.322
2026-08-16T01:26:17.211793,sess-20260816-012449-1650,この論文を300文字以内でようやくして,0,12.598
2026-08-16T01:27:03.105164,sess-20260816-012449-1650,ではこの卒論の資料を300文字以内で要約してくれ,0,17.13
2026-08-16T01:28:37.766175,sess-20260816-012803-0964,この資料からおすすめな曲のタイトルは何かな,0,29.413
2026-08-16T01:33:09.868684,sess-20260816-012803-0964,ではHotel Moonsideという曲を知りたいので、YouTubeなどからその曲を探して,0,29.164
2026-08-16T01:34:42.903202,sess-20260816-013420-8849,"Hey, C.L.A.I.R.E.",0,65.983
2026-08-16T01:48:43.565223,sess-20260816-014843-9365,この資料からおすすめな曲のタイトルは何かな,0,0.0
2026-08-16T01:48:43.607266,sess-20260816-014843-2814,2回目の発話,0,0.0
2026-08-16T01:48:56.718596,voice-1853638323968,接続が生きていることの確認,0,0.0
2026-08-16T01:48:56.734314,voice-1853638578432,こんにちは,0,0.201
2026-08-16T01:48:56.944269,voice-1853638663952,テスト,0,0.0
2026-08-16T01:48:57.345963,sess-20260816-014857-9127,テスト,0,0.0
2026-08-16T01:49:00.980251,sess-20260816-014900-6310,明日の予定を教えて,0,0.001
2026-08-16T01:49:04.699380,voice-1853638325312,テスト,0,0.001
2026-08-16T01:49:04.713001,voice-1853638497040,テスト,0,0.0
2026-08-16T01:49:04.736018,sess-20260816-014904-0807,この資料からおすすめな曲のタイトルは何かな,0,0.0
2026-08-16T01:49:04.831108,sess-20260816-014904-7247,2回目の発話,0,0.0
2026-08-16T01:49:24.283926,voice-1853637755152,こんにちはテストです,0,0.001
2026-08-16T01:53:17.843217,sess-20260816-015201-4115,筋トレで上腕三頭筋のメニューでP.O.F. 法を用いたメニューだと何があるか教えてくほしい,0,69.887
2026-08-16T01:56:03.552104,sess-20260816-015201-4115,PとOとFの3つの観点からそれぞれ1種目だけ選抜するならばどの種目を選びますか,0,51.112
2026-08-16T01:57:48.563828,sess-20260816-015718-6061,機動,0,64.033
2026-08-16T01:59:38.505442,sess-20260816-015718-6061,今日は何月何日?,0,19.047
2026-08-16T02:02:52.660485,sess-20260816-020252-7503,この資料からおすすめな曲のタイトルは何かな,0,0.0
2026-08-16T02:03:46.077320,sess-20260816-020346-3036,この資料からおすすめな曲のタイトルは何かな,0,0.001
2026-08-16T02:03:46.106628,sess-20260816-020346-8893,この資料からおすすめな曲のタイトルは何かな,0,0.001
2026-08-16T02:03:46.147936,sess-20260816-020346-7457,2回目の発話,0,0.001
2026-08-16T02:04:01.824342,voice-2944196620464,接続が生きていることの確認,0,0.001
2026-08-16T02:04:01.883888,voice-2944196907168,こんにちは,0,0.202
2026-08-16T02:04:02.096253,voice-2944196960208,テスト,0,0.002
2026-08-16T02:04:02.561882,sess-20260816-020402-7113,テスト,0,0.0
2026-08-16T02:04:06.238968,sess-20260816-020406-2806,明日の予定を教えて,0,0.001
2026-08-16T02:04:09.878894,voice-2944196608176,テスト,0,0.0
2026-08-16T02:04:09.891810,voice-2944196815440,テスト,0,0.0
2026-08-16T02:04:09.917113,sess-20260816-020409-5433,この資料からおすすめな曲のタイトルは何かな,0,0.0
2026-08-16T02:04:09.952592,sess-20260816-020409-5942,この資料からおすすめな曲のタイトルは何かな,0,0.0
2026-08-16T02:04:09.997695,sess-20260816-020409-3887,2回目の発話,0,0.001
2026-08-16T02:04:29.360122,voice-2944198286112,こんにちはテストです,0,0.0
2026-08-16T02:06:26.080039,sess-20260816-020617-1127,"Hey, C.L.A.I.R.E.",0,47.302
2026-08-16T02:07:45.442931,sess-20260816-020722-9355,トムホランドの出演作品を教えて,0,44.495
2026-08-16T02:11:07.388222,sess-20260816-021038-1303,明日の東京都の天気を教えて,0,17.852
